Grupo  ,Subgrupo,Nombre ,Energía,Humedad,Proteína,Grasa,Carbohidratos,Fibra cruda,Ceniza,Calcio (Ca),Fósforo (P),Hierro (Fe),Vit A,Tiamina (B1),Riboflavina (B2),Niacina (B3),Vit C
Grupo  ,Subgrupo,del alimento,Kcal,gr,gr,gr,gr,gr,gr,mg,mg,mg,ug,mg,mg,mg,mg
Cereales,Cereales,Arroz grano largo,356,10.7,6,0.46,82.06,0.65,0.78,10.2,110.7,1.42,0,0.08,0.07,2.1,0
Cereales,Cereales,Arroz carolina,347,13.1,7.21,0.42,78.55,0.6,0.72,10,117,1.56,0,0.06,0.03,2.06,0
Cereales,Cereales,Arroz perla,352,11.23,7.82,0.24,79.73,0.72,0.98,11.7,105,1.56,0,0.06,0.03,2.06,0
Cereales,Cereales,Arroz corriente,353,11.55,6,0.46,81.21,0.65,0.78,11.5,113,1.45,0,0.08,0.07,2.1,0
Cereales,Cereales,Arroz integral,355,10.95,8.2,0.48,79.55,0.79,0.82,14.3,238.2,2.65,0,0.23,0.08,4.2,0
Cereales,Cereales,Arroz precocido,352,12.04,6.95,0.6,79.73,0.64,0.69,15.8,118.2,2.06,0,0.41,1.02,3.02,0
Cereales,Cereales,Amaranto,382,11.2,13.2,7,66.5,6.6,2.1,249.3,459,6.6,0,0.31,0.02,0.4,0
Cereales,Cereales,Amaranto tostado,389,9.13,12.97,6.74,69.01,4.66,2.15,250.3,468.5,6.8,0,0.01,0.01,1.22,0
Cereales,Cereales,Avena comercial,376,9.87,13.86,4.68,69.67,1.54,1.92,52.7,408,4.3,0,0.64,0.46,1.25,0
Cereales,Cereales,Avena con cascara,363,10.8,11.6,4.8,68.4,16.34,4.4,58.4,353,5.3,0,0.69,0.48,1.92,0
Cereales,Cereales,Avena laminada,365,9.88,13,4.5,68.21,1.3,4.41,54.2,397,4.35,0,0.54,0.35,1,0
Cereales,Cereales,Cañahua gris,358,10.91,14.22,4.3,65.57,9,5,122,372,13,0,0.45,0.06,1.01,0
Cereales,Cereales,Cañahua parda,352,11.79,14.06,3.88,65.15,8.9,5.2,128.2,361,12.8,0,0.54,0.25,1,0
Cereales,Cereales,Cebada grano entero,357,9.51,11.8,1.12,74.99,6.58,2.58,54,323,5.8,3.52,0.25,0.18,6.25,0
Cereales,Cereales,Cebada laminada,359,10.5,9.9,1.08,77.34,0.8,1.18,91,283.5,4.6,0,0.04,0.03,3.2,0
Cereales,Cereales,Maíz  (frangollo),370,10,7.82,3.01,77.97,1,1.2,8,210,3,0,0,0,0,0
Cereales,Cereales,Maíz amarillo entero,372,10.4,9.33,3.9,74.77,2.47,1.6,7,212,2.51,70.56,0.24,0.25,2.68,0
Cereales,Cereales,Maíz blanco palta waltacu,367,11.26,7.44,3.56,76.26,2.78,1.48,8,268,1.7,1.22,0.16,0.14,2,0
Cereales,Cereales,Maíz blanco chuncula,379,9.36,8.32,4.61,76.03,2.81,1.68,8.1,306,2.1,1.23,0.17,0.14,2.75,0
Cereales,Cereales,Maíz blanco chuspillo,375,10.14,9.91,4.23,74.24,3.06,1.48,12,249,2.8,1.01,0.25,0.15,2.81,0
Cereales,Cereales,Maíz blanco uchuquilla,373,10.8,8.59,4.26,75.11,2.17,1.24,9,226,2.2,1.02,0.14,0.15,3.31,0
Cereales,Cereales,Maíz blanco chuspillo tostado,386,8.02,8.61,4.97,76.73,4.11,1.66,10,264,3.3,1.01,0.18,1.17,2.22,0
Cereales,Cereales,Maíz blanco trillado,367,12.2,8.4,4.1,74.1,2.4,1.2,7.2,171,2.7,0,0.2,0.18,1.6,0
Cereales,Cereales,Maíz blanco pelado,372,10.37,6.44,3.9,77.77,1.53,1.54,51,266,3.21,1.94,0.18,0.04,1.87,0
Cereales,Cereales,Maíz amarillo tiraque,371,11.12,7.76,4.22,75.42,2.44,1.48,9,296,3.1,80.25,0.15,0.16,2.5,0
Cereales,Cereales,Maíz amarillo altiplano,372,10.4,9.5,4.15,74.17,3.36,1.78,13,322,3.5,70.26,0.18,0.12,2.56,0
Cereales,Cereales,Maíz amarillo cubano,371,10.45,9.33,3.9,74.72,2.47,1.6,7,164,3.56,70.65,0.24,0.25,2.68,0
Cereales,Cereales,Maíz morado,365,11.4,7.3,3.4,76.2,2.23,1.72,12.2,322,2.2,2.23,0.38,0.22,2.81,0
Cereales,Cereales,Maíz jankaquipa,374,10.91,9.04,4.82,73.65,2.64,1.58,11,288,2.8,2.1,0.17,0.19,2.94,0
Cereales,Cereales,Quinua coitu,375,10.2,13.45,5.42,68.12,3.12,2.81,102.2,250,3.1,0,0.25,0.23,1.25,0
Cereales,Cereales,Quinua pasancatta,381,9.74,10.62,6.32,70.33,3.58,2.99,117.2,247,4.2,0,0.22,0.22,1.12,0
Cereales,Cereales,Quinua real,374,11.2,12.46,6.32,66.91,4.9,3.11,119.3,275.2,5.7,0,0.37,0.46,1.06,0
Cereales,Cereales,Quinua dulce,368,11.7,11.68,5.23,68.46,3.94,2.93,115,247.2,5.4,0,0.26,0.25,1.06,0
Cereales,Cereales,Quinua surumi,370,11,10.83,5,70.37,3.4,2.8,110,238.9,5,0,0,0,0,0
Cereales,Cereales,Trigo mocho,357,10.84,8.82,1.42,77.26,3.32,1.66,56,224,4.6,0,0.27,0.14,3.87,0
Cereales,Cereales,Trigo en grano importado,353,12.01,12.4,1.59,72.34,3,1.76,55.6,237.3,3.68,0,0.36,0.07,2.87,0
Cereales,Cereales,Trigo comercial para mote,356,10.02,10.2,1.03,76.4,1.81,2.35,53,316,3,0,0.09,0.04,2.5,0
Cereales,Derivados de cereales,Fécula de maíz (Maicena),358,10.5,0.58,0.19,88.43,0,0.3,8.8,0,0,0,0,0.01,0,0
Cereales,Derivados de cereales,Fideo corriente,348,13.54,11.21,0.86,73.8,0.33,0.59,51.7,119,7.4,0,0,0,0.66,0
Cereales,Derivados de cereales,Fideo estruido codo,375,6.8,9.86,0.86,81.84,0.29,0.64,51.3,143.8,4.33,0,0.47,0.14,3.91,0
Cereales,Derivados de cereales,Fideo con cañahua,376,8.44,14.86,2.94,72.64,2.22,1.12,45.6,227.8,9.24,0.3,0.56,0.11,0.7,0
Cereales,Derivados de cereales,Fideo pasta seca,379,5.82,11.7,0.8,81.29,0.32,0.39,50,70.8,4.54,0.3,0.56,0.11,0.65,0
Cereales,Derivados de cereales,Fideo tallarín,364,9.1,9.12,0.31,81.07,0.33,0.4,57,110.6,2.1,0.3,0.56,0.11,0.6,0
Cereales,Derivados de cereales,Galletas rellenas c/crema,4.56,6.8,12.24,18.43,60.23,1.8,2.3,253.5,219.19,4.6,10.2,0,0,0,0
Cereales,Derivados de cereales,Galletas con amaranto,407,5.9,11,7,75.1,2.6,1,68,203,5.12,9.6,0,0,0,0
Cereales,Derivados de cereales,Galleta salada de agua,421,4.9,12.02,9.04,72.84,0.62,1.2,42.1,119.2,4.6,0,0,0,1.73,0
Cereales,Derivados de cereales,Galleta de chuño,394,4.66,14.78,10.39,60.4,0.88,1.67,89,163,3.8,0,0.06,0.2,1.81,0
Cereales,Derivados de cereales,Galletas crocantes hostias,369,7.5,3.84,0.23,87.82,0.42,0.51,59,144,7.6,0,0,0,1.76,0
Cereales,Derivados de cereales,Galletas waffers s/vainilla,483,4.8,7.51,20.64,66.69,0.2,1.36,102.1,75.6,1.8,9.9,1.16,0.5,1.9,0
Cereales,Derivados de cereales,Galletas c/cañahua salada,480,4.2,11.2,20.11,63.49,3.2,1,45,192,6.23,6.6,0,0,0,0
Cereales,Derivados de cereales,Galletas c/cañahua y soya,479,4.5,15,20.3,59.1,3.33,1.1,68,265,5.81,4,0,0,0,0
Cereales,Derivados de cereales,Galletas s/limón,449,4.3,7.3,13.9,73.7,1.02,0.9,12,89,8.8,0,0,0,0,0
Cereales,Derivados de cereales,Galletas c/quínua,459,4.9,9.33,16.67,67.92,2.45,1.18,102.2,365.4,5.21,6.9,0,0,0,0
Cereales,Derivados de cereales,Galletas c/soya,444,4.45,13.36,13.4,67.45,2.2,1.34,115.6,134.9,7.72,4.8,0,0,0,0
Cereales,Derivados de cereales,Galletas c/soya y amaranto,456,3,13,16,65,2.61,1,79,168,5.63,10.7,0,0,0,0
Cereales,Derivados de cereales,Galletas dulces c/cañahua y leche,471,3.69,12.03,18,65.28,3.28,1,56,212,4.75,9.1,0,0,0,0
Cereales,Derivados de cereales,Galletas dulces zoológico,455,1.44,10.52,12.89,74.13,0.48,1.02,51,163,3.7,23,0,0,1.76,0
Cereales,Derivados de cereales,Galletas integral c/canela,419,4.2,12,8,74.8,4.65,1,56,291,4.6,13,0,0,0,0
Cereales,Derivados de cereales,Galletas maría,431,1.82,8.5,8.83,79.26,0.44,1.59,38.7,218.9,4.88,17.2,0,0,1.53,0
Cereales,Derivados de cereales,Galletas saladas integrales,434,3.9,12.17,11.33,70.86,4.45,1.74,84.4,157.2,4.29,0,0,0,0,0
Cereales,Derivados de cereales,Galletas saladas craker,428,3.5,10.4,9.6,75.1,1.5,1.4,68.4,162,9.93,0,0,0,0,0
Cereales,Derivados de cereales,Galletas surtidas dulces,443,2,10,11,76,0.45,1,51,157,6.64,19,0,0,0,0
Cereales,Derivados de cereales,Galletas caseras,446,2.43,9.7,13.5,71.31,0.39,1.06,79.9,185,6.6,23.1,0,0,0,0
Cereales,Derivados de cereales,Galletón c/harina de cañahua,418,3.6,14,8.2,72.1,3.6,2.1,79,238,2.92,19.6,0,0,0,0
Cereales,Derivados de cereales,Galletón c/harina de quinua,416,3.9,13.2,8.01,72.77,2.9,2.12,68,243,5.07,18.9,0,0,0,0
Cereales,Derivados de cereales,Galletas con chocolate,474,2.67,11.67,19.67,62.67,1.63,1,119.5,262.7,6.01,15.2,0,0,0,0
Cereales,Derivados de cereales,Gérmen de maíz,409,8.8,13.33,10.86,64.39,4.62,2.62,0,0,0,0,0,0,0,0
Cereales,Derivados de cereales,Germen de trigo,397,7.69,21,9.61,56.68,2.12,4.24,63.3,8.4,4.75,14,1.09,0.58,3.9,0
Cereales,Derivados de cereales,Harinilla de trigo,363,9.09,10.56,2.12,75.54,2.9,2.69,51.8,5.6,4.68,0.35,0.25,0.07,0,0
Cereales,Derivados de cereales,Harina de trigo fortificada,363,10.2,8.03,1.26,79.95,0.21,0.56,56.3,134.2,6.53,0,0.35,0.23,2.85,0
Cereales,Derivados de cereales,Harina de maíz crudo,372,7.4,8.23,1.86,80.64,1.75,0.87,118,173.4,3.27,0.2,0.25,2.6,0,0
Cereales,Derivados de cereales,Harina de maíz amarillo,382,6.07,8.9,2.08,81.98,1.03,0.97,54.5,290,3.15,74.9,0,0,0,0
Cereales,Derivados de cereales,Harina de maíz morado,365,9.67,8.5,2.17,77.78,2.6,1.88,10.5,295,2.4,0,0.22,0.2,10.6,0
Cereales,Derivados de cereales,Harina de maíz blanco/api,368,10.54,4.28,2.61,81.97,1.89,1.02,12.1,189,2.93,0,0.12,0.22,2.75,2.98
Cereales,Derivados de cereales,Harina de maíz morado/api,364,10.85,3.06,2.18,82.93,1.08,0.98,11.2,140,2.6,0,0.08,0.2,1.87,3
Cereales,Derivados de cereales,"Harina de maíz, milme y leche",374,12.01,8,6,72,2.01,2,152,453.2,3,0,0,0,0,0
Cereales,Derivados de cereales,Harina estrusada de maíz y quinua,377,10.8,15.5,5.97,65.39,2.49,2.34,50.38,241.1,7.55,60.6,0.04,0.07,0.73,0
Cereales,Derivados de cereales,Harina de quinua,384,9.03,10.9,5.33,73.33,2.85,2.41,110.2,316,5.3,0,0.28,0.21,1.27,0
Cereales,Derivados de cereales,Harina de quinua dulce,386,10.08,10.26,5.11,74.82,2.34,1.69,97,314,5.4,0,0.24,0.2,0.94,0
Cereales,Derivados de cereales,Harina de quinua dulce precocida,375,9.52,10,4.23,74.25,2.06,2,66.7,302,5,0,0,0,0,0
Cereales,Derivados de cereales,Harina de quinua con cocoa,387,9.4,12.01,6.5,70.04,1.42,2.05,110.2,159,5,0,0,0,0,0
Cereales,Derivados de cereales,"Harina de quinua, soya y amaranto",409,10.32,15.83,8.5,67.43,2.92,1.88,164.1,208.7,5.77,0,0,0,0,0
Cereales,Derivados de cereales,"Harina de quinua, maíz, wilcaparu c/canela",375,9.2,5.01,4,79.76,2.7,2.03,56,132,2,1,0,0,0,0
Cereales,Derivados de cereales,Harina de trigo integral,371,9.35,11.27,2.89,74.91,4.88,1.58,28.9,271.2,3.6,0,1.57,0.33,4.89,0
Cereales,Derivados de cereales,Harina de trigo preparada para pan,363,10.38,13.09,1.37,74.47,0,0.69,58.7,138.3,7.06,0,0.17,0.16,2.6,0
Cereales,Derivados de cereales,Harina de maíz jankaquipa (lagua),383,9.43,10.52,5.11,73.71,2.6,1.23,45.1,210.1,3.86,0,0,0,0,0
Cereales,Derivados de cereales,Harina de trigo 5% harina de quinua,380,7.26,10.22,2.33,79.45,0.45,0.74,30,158,2.7,0,0.14,0.16,3.08,0
Cereales,Derivados de cereales,Harina precocida de maíz amarillo,375,10.4,9.33,4.14,75.15,2.47,1.01,7.6,225.6,8.37,1.54,0,0,1.33,0
Cereales,Derivados de cereales,Harina precocida de quinua c/cocoa,382,11.01,13.02,6.82,67.15,1.85,2,66,298,5.2,10.2,0,0,0,0
Cereales,Derivados de cereales,Harina preparada para panqueque,376,5.52,11.32,3.4,75,0.01,4.5,256.5,434,4.18,15,0.15,0.1,0.1,0
Cereales,Derivados de cereales,Harina tostada de cereales,412,4.3,10.8,6.67,77.16,3.5,1.07,172.3,179.3,8.16,0,0,0,1.5,0
Cereales,Derivados de cereales,Harina precocida de cereal con leche,390,9.2,11.81,7.05,69.76,2,2.18,339.7,493.8,6.26,0,0,0,4.5,0
Cereales,Derivados de cereales,Hojuelas dulces de cereal insufladas,381,4.5,11.48,0.3,83.06,2.6,0.66,138.6,157.3,4.92,1.5,0,0,1.5,0
Cereales,Derivados de cereales,Hojuelas saladas de cereal insufladas,381,4.28,11.35,0.32,83.09,2.55,0.96,139.6,162.3,4.32,2,0,0,1.4,0
Cereales,Derivados de cereales,Hojuelas de amaranto,375,13,12.68,6.8,65.82,5.86,2,245,465.2,5.7,0,0.01,0.01,1.01,0
Cereales,Derivados de cereales,Hojuelas de cañahua,369,8.3,14,4.7,67.7,8.87,5.3,120.1,387,13.02,0,0.48,0.58,1.3,0
Cereales,Derivados de cereales,Hojuelas de maíz,382,2.92,10.2,0.75,83.5,0.58,2.63,17.9,175.9,3.8,23.16,0,0,0,0
Cereales,Derivados de cereales,Hojuelas de quinua,385,7.15,10.26,4.58,75.77,2.6,2.24,112,339.9,4.4,0,0.12,0.36,1.8,0
Cereales,Derivados de cereales,Insuflado de amaranto,416,2.45,13.23,7.06,74.76,3.3,2.5,221,452,6.4,0,0.35,0.19,0.85,0
Cereales,Derivados de cereales,Maisoy en hojuelas,399,4.57,18.12,4.7,70.93,2.05,1.68,111,259,7.9,218,0.12,0.2,1,0
Cereales,Derivados de cereales,Mezcla harina de maíz y soya,368,9.27,13.42,2.9,72.11,0.95,2.3,54.6,207.7,4.56,8.9,0,0,0,0
Cereales,Derivados de cereales,Mezcla hojuelas de milme y leche,380,9.36,13.45,5.33,69.67,5.01,2.28,263.2,425.3,4.6,0,0,0,0,0
Cereales,Derivados de cereales,"Mezcla de harina de soya, quinua y chocolate",392,11.01,10,8,70,2.01,1.01,72,166,7,12.3,0,0,0,0
Cereales,Derivados de cereales,Mezcla harina wilkaparu con azúcar,353,10.5,5,3.5,77.76,2.46,1.62,28,134,3.5,0,0,0,0,0
Cereales,Derivados de cereales,Pan con germen de trigo,358,19,13,10,54,2.05,1,58,207,8.86,27,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y wilkaparu,359,20.05,10.69,9.97,56.68,2.4,1.12,62.9,150.6,4.82,0,0,0,0,0
Cereales,Derivados de cereales,"Pan con harina integral, trigo y soya",352,19,12,8,58,2,1,35,159,7.01,13,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y cañahua,358,19,13,9,56.17,2.67,2.83,49,170,6.2,0,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y centeno,353,20.4,9.7,8.2,60.09,1.09,1.61,59,112,3.6,0.8,0.11,0.24,3.46,0
Cereales,Derivados de cereales,Pan colisa,350,17.78,6.12,5.2,69.75,0.45,1.15,66,104,4.7,0.4,0.07,0.19,2.86,0
Cereales,Derivados de cereales,Pan doblado,354,18.64,9.6,6.76,63.76,0.5,1.24,63,92,4,0.7,0.07,0.21,2.86,0
Cereales,Derivados de cereales,Pan marraqueta,293,26.28,8.84,0.61,62.96,0.26,1.31,35.7,113,4.5,0,0.07,0.18,2.8,0
Cereales,Derivados de cereales,Pan redondo,347,18.77,9,5.56,65.23,0.66,1.44,37.7,4.89,4,0,0.06,0.21,3,0
Cereales,Derivados de cereales,Pan con harina de centeno y avena,338,21,14,5.2,68.8,3.09,1,70,172.2,4.01,0,0,0,0,0
Cereales,Derivados de cereales,"Pan con harina de quinua, soya y maíz",386,12,10.5,9.5,64.5,1,1.5,109.5,236,8.2,19,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de soya y trigo,341,22.9,11.92,6.69,58.21,1.64,1.7,132.86,63.3,6.9,5.3,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y amaranto,331,24.16,7.87,6.61,60.1,2.5,1.26,129.1,126.1,4.05,2.2,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y maiz,337,25.99,12.38,9.29,50.92,1.64,0.92,65.3,87.5,12.87,30,0,0,0,0
Cereales,Derivados de cereales,"Pan con harina de trigo, soya y maíz",321,25,8,6.5,57.5,1.62,1,56.5,141.5,7.5,18,0,0,0,0
Cereales,Derivados de cereales,Pan dulce de harina de trigo y cañahua,399,17.89,11.3,15.24,54.11,3.3,1.46,74.4,145.5,6.17,5.4,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y quinua,342,22.3,10.2,8.08,57.2,2.6,1.34,74.9,161.6,7.54,3.9,0,0,0,0
Cereales,Derivados de cereales,Pan con harina de trigo y chocolate,340,21,14,8,53,1.2,2,376.01,221,4.2,10.2,0,0,0,0
Cereales,Derivados de cereales,Pan dulce biscocho,335,22.05,4.77,5.24,67.17,0.41,0.84,143.7,96.5,3.43,23.2,0,0,0,0
Cereales,Derivados de cereales,Pan blanco con leche,340,20.72,11.12,5.27,61.94,0.64,1.95,75.7,70.5,3.73,10.5,0,0,0,0
Cereales,Derivados de cereales,Pan dulce con harina de trigo y quinua,363,18.5,10.36,8.21,61.93,2.4,1,39.5,163.5,4.31,6.8,0,0,0,0
Cereales,Derivados de cereales,Pan integral con fibra,328,20.68,10.2,3.8,63.34,7.5,1.98,65.2,199.2,9.37,12.3,0,0,0,0
Cereales,Derivados de cereales,Pan con harina integral de trigo y wilkaparu,348,19,7,8,62,2.6,1,12,283,5.47,0,0,0,0,0
Cereales,Derivados de cereales,Pan con harina integral de trigo y cañahua,452,22.06,24.43,9.68,66.81,5.2,1.45,70.1,143.2,12.36,12.3,0,0,0,0
Cereales,Derivados de cereales,Pan con harina integral de trigo y amaranto,349,22.68,14.51,9.22,51.89,2.02,1.7,84.6,188.4,14.27,9.5,0,0,0,0
Cereales,Derivados de cereales,Pan con harina integral de trigo y quinua,352,20.02,16,8.02,53.95,2.75,2.01,38,274,13.02,6.4,0,0,0,0
Cereales,Derivados de cereales,Pan con harina integral de trigo y soya,343,24.72,22.29,9.55,41.87,4.5,1.57,81.8,147.7,11.4,5.5,0,0,0,0
Cereales,Derivados de cereales,Pan con harina integral de trigo,337,20.14,8.88,5.97,61.82,3.69,1.67,93.3,171.5,4.45,7,0,0,0,0
Cereales,Derivados de cereales,Panetón navideño,357,22.07,9.03,10.18,57.41,1.53,0.98,53.5,97.6,2.47,36.9,0,0,0,0
Cereales,Derivados de cereales,Pito de amaranto,418,2.88,13.53,7.6,73.99,4.2,2,244.6,442.2,6.8,0,0.33,0.02,0.43,0
Cereales,Derivados de cereales,Pito de avena,400,2.99,14.02,4,76.98,2.89,2.01,57,451.2,2.98,6,0,0,0,0
Cereales,Derivados de cereales,Pito de cañahua,386,3.95,14.26,4.22,72.81,7.41,4.76,113.2,369.9,9.19,0,0,0,0,0
Cereales,Derivados de cereales,Pito cebada,392,3.57,9.02,1.6,85.3,3.2,1.74,40.2,332.1,5.33,0,0,0,0,0
Cereales,Derivados de cereales,Pito de maiz wilkaparu,412,3.48,8.18,5.6,82.27,2.3,0.47,54.5,282.2,4.6,1.4,0,0,0,0
Cereales,Derivados de cereales,Pito de quinua,400,3.41,12.53,4.24,77.82,1.53,2,70,307.9,5.87,0,0,0,0,0
Cereales,Derivados de cereales,Pito de quinua negra silvestre,404,2.7,13.2,4.59,77.5,3,2.01,74.1,160,4,0,0,0,0,0
Cereales,Derivados de cereales,Pito de trigo,393,2.73,12.82,2.3,80.35,2.45,1.8,32.7,431,2.26,0,0,0,0,0
Cereales,Derivados de cereales,Quinua tostada molida,401,3,10,4.02,81.16,2,1.82,78,409,3.35,0,0,0,0,0
Cereales,Derivados de cereales,Salvado de avena en polvo,399,2,8,3,85,15,2,45,220,5,2,0,0,0,0
Cereales,Derivados de cereales,Salvado de arroz,402,9.3,12.31,14.83,54.93,9.65,8.63,49,443,7.62,2.7,0,0,0,0
Cereales,Derivados de cereales,Semola,376,7.29,11.34,1.89,78.36,3.47,1.12,32.4,114.5,3.82,0,0.15,0.09,1.5,0
Cereales,Derivados de cereales,Trigo partido (chaque),347,10.8,10.5,2,71.8,2.9,2,60,250,1.6,0,0.33,0.26,1.95,0
Cereales,Derivados de cereales,Trigo afrechillo,370,6.88,11.27,3.57,73.19,9.4,5.09,71,728,9.5,6,0.36,0.88,8.69,0
Cereales,Derivados de cereales,Trigo machacado con soya,383,6.28,19.43,3.5,68.45,2.3,2.21,148.2,338.5,5.6,0,0,0,0,0
Vegetales y derivados,Verduras,Acelga hojas con tallo,31,91.59,1.93,0.35,5.01,1.31,1.12,72,34,3.3,473,0.04,0.24,0.68,28
Vegetales y derivados,Verduras,Acelga hojas sin tallo,35,90.19,2.06,0.36,5.99,1.22,1.3,110.2,42,4.79,576.6,0.04,0.25,0.6,16.05
Vegetales y derivados,Verduras,Achojcha,21,94.19,0.82,0.1,4.25,0.73,0.64,20,15,1,33,0.05,0.1,1.18,6
Vegetales y derivados,Verduras,Achojcha cocida,13,96.4,0.68,0.09,2.27,0.7,0.56,13,15.6,0.8,15,0.05,0.04,1.02,3
Vegetales y derivados,Verduras,Aji variedad verde,51,86.81,1.75,0.18,10.53,2.87,0.73,27,51,4.5,64,0.07,0.22,1.75,95
Vegetales y derivados,Verduras,Ají seco variedad colorado,379,7.81,9.52,2.82,78.84,16.36,1.01,140,238,3.4,493,0.24,0.84,1.9,55
Vegetales y derivados,Verduras,Ají seco variedad colorado,388,8.06,7.37,4.86,78.57,15.64,1.14,145,296,4.6,401,0.25,0.71,1.64,46
Vegetales y derivados,Verduras,Ají variedad chinchi,50,86.79,1.46,0.21,10.57,3.04,0.97,30,18,2.9,56,0.06,0.25,1.88,61
Vegetales y derivados,Verduras,Alfa alfa fresca,87,76.96,7.2,0.48,13.58,3.53,1.78,228.3,84.6,5.95,341.2,0.02,0.69,0.73,143.2
Vegetales y derivados,Verduras,Arveja fresca,74,81.2,6.44,0.37,11.23,2.24,0.76,29,94,2.3,309,0.22,0.19,1.01,22
Vegetales y derivados,Verduras,Apio en hojas,22,93.54,1.01,0.22,3.87,2.25,1.36,55.2,47.6,0.98,420.3,0.08,0.13,0.91,8.2
Vegetales y derivados,Verduras,Apio tallo,23,93.4,0.59,0.13,4.86,3.4,1.02,40.5,36,1.5,27,0.03,0.07,0.65,8
Vegetales y derivados,Verduras,Berenjena,39,89.98,1.6,0.22,7.7,1.89,0.5,21.6,30.2,0.5,5.7,0.03,0.5,1.1,4.83
Vegetales y derivados,Verduras,Berro,30,92.6,2.01,0.6,4.23,1.2,1.16,127,94.3,6.72,698.2,0.09,0.41,1.2,122
Vegetales y derivados,Verduras,Brócoli,45,88.2,3.55,0.72,6.13,2.87,1.4,49.2,148.2,1.22,169.2,0.66,0.1,0.7,99.23
Vegetales y derivados,Verduras,Calabacín (lacayote),28,93.1,1.2,0.3,5.01,0.6,0.4,26.3,27,0.69,49.3,0.04,0.03,0.6,15.6
Vegetales y derivados,Verduras,Choclo variedad blanco,114,72.3,4.1,1.21,21.57,1.2,0.82,8.9,115.3,0.92,8.6,0.12,0.09,1.06,6.23
Vegetales y derivados,Verduras,Coliflor,43,88.7,2.6,0.3,7.55,1.15,0.85,32.5,59.8,0.89,9.2,0.13,0.11,0.7,74.3
Vegetales y derivados,Verduras,Espinaca hoja cruda,38,88.9,1.99,0.2,7.02,0.98,1.89,78.5,48.9,4.7,786.2,0.6,0.18,0.8,42.6
Vegetales y derivados,Verduras,Espinaca hoja cocida,20,94.22,2.46,0.53,1.44,0.96,1.35,57.8,39.7,3.51,535.2,0.42,0.11,0.45,5.95
Vegetales y derivados,Verduras,Haba fresca sin cascarilla,99,74.48,11.38,0.46,12.23,0.92,1.45,29,187,3.2,6.1,0.23,0.36,0.94,25
Vegetales y derivados,Verduras,Hierba buena,78,79.64,3.95,1.18,12.84,1.91,2.39,192,65,7.3,674,0.13,0.27,1.02,101
Vegetales y derivados,Verduras,Hongo silvestre fresco,38,91.5,1.69,1.59,4.21,1.02,1.01,6.9,49.1,0.91,0,0.11,0.17,2,3
Vegetales y derivados,Verduras,Hongo silvestre seco,377,6.74,16.75,2.21,72.45,2.45,1.85,47.3,113,1.68,0,0.51,0.28,0.72,0.1
Vegetales y derivados,Verduras,Lechuga crespa,25,93.2,1.38,0.2,4.52,1.1,0.7,42.6,34,1.51,81.1,0.06,0.06,0.27,11
Vegetales y derivados,Verduras,Lechuga repollada,26,92.8,1.15,0.19,4.86,2.03,1,42.6,25.6,1.62,80.4,0.06,0.05,0.31,10
Vegetales y derivados,Verduras,Lechuga común,16,95.37,1.53,0.21,1.99,1.09,1,54.8,41.3,1.6,134.2,0.04,0.07,0.45,12.3
Vegetales y derivados,Verduras,Lechuga romana,31,92.01,1.24,0.11,6.28,1.56,0.36,47.2,17.2,1.21,61.2,0.06,0.24,0.78,8.12
Vegetales y derivados,Verduras,Pepino,18,95.4,0.85,0.2,3.13,0.67,0.42,17.2,24.8,0.7,0,0.04,0.04,0.62,14
Vegetales y derivados,Verduras,Perejil,97,76,3.95,0.59,19.09,2.45,0.37,189.6,89.8,7.6,356.1,0.13,0.25,0.78,225.2
Vegetales y derivados,Verduras,Pimentón variedad verde,37,90.72,1.25,0.2,7.46,1.39,0.37,21,29,1.1,54,0.07,0.2,1.12,55
Vegetales y derivados,Verduras,Pimentón variedad rojo,27,93.26,1.1,0.27,5.05,0.66,0.32,21.3,29.7,1.04,67.4,0.07,0.26,1.2,58
Vegetales y derivados,Verduras,Puerro,89,77.19,1.56,0.14,20.29,1.76,0.82,65,65,2.2,13,0.06,0.24,3.1,23
Vegetales y derivados,Verduras,Quilquiña,53,85.42,5.61,0.2,7.09,4.42,1.68,462,83,4.5,429,0.12,0.3,0.56,24
Vegetales y derivados,Verduras,Repollo blanco,26,92.1,1.18,0.3,5.22,4.5,1.2,49,45,1.1,4.6,0.04,0.03,0.5,43
Vegetales y derivados,Verduras,Tomate verde,24,92.8,1.32,0.22,4.2,0.57,0.46,17.5,42.3,0.62,42.3,0.07,0.03,1.52,18.9
Vegetales y derivados,Verduras,Tomate ovalado maduro,26,93.56,0.94,0.36,4.68,0.9,0.46,15,26,1.1,89,0.06,0.08,0.55,16
Vegetales y derivados,Verduras,Tomate redondo maduro,23,93.9,1.01,0.3,4.18,0.81,0.61,15,28,1,86,0.06,0.07,0.56,20
